tweet_id,text,Bag_of_Words
134,"RT @MirMAKOfficial: Centre For Global Research, Canada, investigates and declares that American Army spread the #CoronavirusPandemic into W","{'mirmakofficial': 1, 'for': 1, 'spread': 1, 'research': 1, 'rt': 1, 'investigates': 1, 'canada': 1, 'that': 1, 'army': 1, 'global': 1, 'american': 1, 'into': 1, 'w': 1, 'centre': 1, 'coronaviruspandemic': 1, 'declares': 1, 'and': 1, 'the': 1}"
245,RT @Weinsteinlaw: There are medical professionals in Canada who are now advocating for closing the border with the United States to prevent,"{'for': 1, 'weinsteinlaw': 1, 'in': 1, 'are': 2, 'border': 1, 'professionals': 1, 'prevent': 1, 'closing': 1, 'united': 1, 'rt': 1, 'canada': 1, 'to': 1, 'now': 1, 'there': 1, 'advocating': 1, 'who': 1, 'with': 1, 'medical': 1, 'states': 1, 'the': 2}"
329,RT @MaximeBernier: Trudeau is so wedded to his vision of a multicultural Canada with open borders welcoming the whole world without discrim,"{'is': 1, 'his': 1, 'welcoming': 1, 'world': 1, 'so': 1, 'multicultural': 1, 'trudeau': 1, 'a': 1, 'discrim': 1, 'rt': 1, 'canada': 1, 'open': 1, 'borders': 1, 'to': 1, 'vision': 1, 'wedded': 1, 'with': 1, 'whole': 1, 'maximebernier': 1, 'of': 1, 'without': 1, 'the': 1}"
504,"RT @spectatorindex: BREAKING: Sophie Trudeau, wife of Canada's PM, tests positive for coronavirus.","{'pm': 1, 'for': 1, 'breaking': 1, 'trudeau': 1, 'tests': 1, 'spectatorindex': 1, 'rt': 1, 'coronavirus': 1, 'sophie': 1, 'positive': 1, 'wife': 1, 'of': 1, 'canadas': 1}"
536,Today at Apple sessions in US and Canada temporarily paused due to coronavirus https://t.co/B17TY2aNtF https://t.co/ZgYmWoUtLE,"{'due': 1, 'in': 1, 'httpstcob17ty2antf': 1, 'us': 1, 'sessions': 1, 'coronavirus': 1, 'canada': 1, 'to': 1, 'at': 1, 'paused': 1, 'temporarily': 1, 'httpstcozgymwoutle': 1, 'apple': 1, 'and': 1, 'today': 1}"
645,"@Forchrist_2020 Thank you most graciously for the kind sentiments and prayers, God bless you sister and hello from Canada ","{'for': 1, 'god': 1, 'bless': 1, 'sister': 1, 'sentiments': 1, 'canada': 1, 'prayers': 1, 'graciously': 1, 'you': 2, 'most': 1, 'from': 1, 'kind': 1, 'hello': 1, 'thank': 1, 'forchrist2020': 1, 'and': 2, 'the': 1}"
732,"RT @NorbertElekes: BREAKING: Canada's first lady Sophie Grgoire tests positive for coronavirus.

Justin Trudeau in self-isolation.","{'for': 1, 'in': 1, 'norbertelekes': 1, 'breaking': 1, 'selfisolation': 1, 'grgoire': 1, 'trudeau': 1, 'tests': 1, 'rt': 1, 'coronavirus': 1, 'lady': 1, 'justin': 1, 'sophie': 1, 'first': 1, 'positive': 1, 'canadas': 1}"
971,"RT @DebbieHayton: Gender ideology is facilitating the abuse of children. The state is not only allowing it; it is encouraging it.

Please w","{'please': 1, 'facilitating': 1, 'children': 1, 'is': 3, 'encouraging': 1, 'ideology': 1, 'abuse': 1, 'state': 1, 'it': 3, 'rt': 1, 'debbiehayton': 1, 'allowing': 1, 'not': 1, 'w': 1, 'of': 1, 'gender': 1, 'the': 2, 'only': 1}"
1081,RT @MayorSiddiqui: If you or someone you know is unable to find housing because of your college or university's policies surrounding COVID-,"{'find': 1, 'your': 1, 'is': 1, 'covid': 1, 'unable': 1, 'housing': 1, 'if': 1, 'universitys': 1, 'because': 1, 'rt': 1, 'mayorsiddiqui': 1, 'or': 2, 'to': 1, 'you': 2, 'know': 1, 'someone': 1, 'surrounding': 1, 'college': 1, 'of': 1, 'policies': 1}"
1344,"I just wanna go to the baseball field at Norfolk State University and turn the volume up, blast the music and just dance my pain away!

Maybe who knows? The whole baseball team wants to live their lives so they can dance the pain away to house music!","{'maybe': 1, 'lives': 1, 'knows': 1, 'field': 1, 'state': 1, 'up': 1, 'so': 1, 'music': 2, 'just': 2, 'they': 1, 'i': 1, 'to': 3, 'at': 1, 'go': 1, 'can': 1, 'wants': 1, 'my': 1, 'dance': 2, 'live': 1, 'norfolk': 1, 'who': 1, 'house': 1, 'university': 1, 'their': 1, 'team': 1, 'turn': 1, 'pain': 2, 'blast': 1, 'whole': 1, 'baseball': 2, 'wanna': 1, 'volume': 1, 'away': 2, 'and': 2, 'the': 5}"
1369,"RT @yiIingtan: Some good news to cheer you up:
Korea and China are recovering. Vietnam had their cases under control until British tourists","{'tourists': 1, 'are': 1, 'good': 1, 'cheer': 1, 'up': 1, 'had': 1, 'rt': 1, 'recovering': 1, 'until': 1, 'yiiingtan': 1, 'to': 1, 'you': 1, 'vietnam': 1, 'china': 1, 'korea': 1, 'their': 1, 'british': 1, 'news': 1, 'under': 1, 'control': 1, 'some': 1, 'and': 1, 'cases': 1}"
1590,"A 7-year alliance between @Optus Business and James Cook University in Australia aims to drive #IoT innovation, giving the uni access to the Optus NB-IoT network in April. The deal covers annual funding of the Optus IoT scholarship to support enrollment in IoT and related fields https://t.co/vnSdQsHc9E","{'nbiot': 1, 'drive': 1, 'network': 1, 'business': 1, 'support': 1, 'aims': 1, 'in': 3, 'cook': 1, 'enrollment': 1, 'optus': 3, 'giving': 1, 'annual': 1, 'covers': 1, 'scholarship': 1, 'iot': 3, 'uni': 1, 'a': 1, 'to': 3, 'httpstcovnsdqshc9e': 1, 'related': 1, 'april': 1, 'innovation': 1, '7year': 1, 'fields': 1, 'university': 1, 'alliance': 1, 'james': 1, 'funding': 1, 'between': 1, 'australia': 1, 'deal': 1, 'of': 1, 'and': 2, 'access': 1, 'the': 4}"
1596,RT @ichaydon: Wow  dean of University of Washington medical school is asking qualified graduate students to pause their research and inste,"{'wow': 1, 'school': 1, 'is': 1, 'graduate': 1, 'research': 1, 'ichaydon': 1, 'students': 1, 'qualified': 1, 'dean': 1, 'pause': 1, 'rt': 1, 'inste': 1, 'to': 1, 'washington': 1, 'university': 1, 'their': 1, 'medical': 1, 'asking': 1, 'of': 2, 'and': 1}"
1611,"Jason Ellsworth, Dalhousie University Rolls of Love: Food Insecurity, Vulnerable Populations, and Buddhist Food Programs Jessica Johnson,","{'buddhist': 1, 'jason': 1, 'insecurity': 1, 'programs': 1, 'populations': 1, 'food': 2, 'love': 1, 'university': 1, 'johnson': 1, 'vulnerable': 1, 'dalhousie': 1, 'ellsworth': 1, 'rolls': 1, 'of': 1, 'and': 1, 'jessica': 1}"
1626,"RT @globalhalifax: WATCH: We chat with Associate Professor Melissa Andrew, Division of Geriatric Medicine, at Dalhousie University about th","{'andrew': 1, 'professor': 1, 'melissa': 1, 'globalhalifax': 1, 'watch': 1, 'rt': 1, 'associate': 1, 'division': 1, 'chat': 1, 'at': 1, 'th': 1, 'medicine': 1, 'university': 1, 'with': 1, 'dalhousie': 1, 'about': 1, 'we': 1, 'of': 1, 'geriatric': 1}"
1654,"RT @elizfoster_: Dalhousie University before charging me ~$10,000 more in tuition than Canadian students:","{'elizfoster': 1, 'in': 1, 'than': 1, 'students': 1, 'before': 1, 'rt': 1, 'tuition': 1, 'charging': 1, 'canadian': 1, 'me': 1, 'university': 1, 'dalhousie': 1, 'more': 1, '10000': 1}"
1859,"RT @hockeymanitoba: Even though the 2020 IIHF Women's World Championship in Halifax/Truro has been cancelled, Hockey Manitoba acknowledges","{'2020': 1, 'iihf': 1, 'in': 1, 'manitoba': 1, 'world': 1, 'though': 1, 'has': 1, 'womens': 1, 'championship': 1, 'rt': 1, 'cancelled': 1, 'been': 1, 'even': 1, 'hockeymanitoba': 1, 'acknowledges': 1, 'hockey': 1, 'halifaxtruro': 1, 'the': 1}"
2160,RT @GlobalGraeme: Signs could be seen outside both the #Halifax and #Dartmouth locations stating that the offices would be closing due to ,"{'locations': 1, 'stating': 1, 'due': 1, 'globalgraeme': 1, 'seen': 1, 'signs': 1, 'would': 1, 'closing': 1, 'outside': 1, 'rt': 1, 'that': 1, 'to': 1, 'both': 1, 'could': 1, 'be': 2, 'dartmouth': 1, 'halifax': 1, 'offices': 1, 'and': 1, 'the': 2}"
2816,RT @TheAgenda: Philanthropist @MargaretNMcCain (@MWMFF_) says Canada is falling behind on early years education. She talks to @spaikin abou,"{'behind': 1, 'years': 1, 'is': 1, 'theagenda': 1, 'talks': 1, 'mwmff': 1, 'margaretnmccain': 1, 'she': 1, 'rt': 1, 'canada': 1, 'to': 1, 'on': 1, 'education': 1, 'says': 1, 'early': 1, 'philanthropist': 1, 'abou': 1, 'spaikin': 1, 'falling': 1}"
2843,"While in custody sons of anarchy married with chilled rent have gone into hibernation. Hyper nation ... underground tunnels secretly super bat cave for Canadas top shelf selfies just intrude . Investigating political  litre ships , litter race literacy get tan education sunny","{'litter': 1, 'for': 1, 'intrude': 1, 'tunnels': 1, 'in': 1, 'have': 1, 'bat': 1, 'hibernation': 1, 'nation': 1, 'secretly': 1, 'underground': 1, 'investigating': 1, 'ships': 1, 'just': 1, 'super': 1, 'sunny': 1, 'literacy': 1, 'sons': 1, 'married': 1, 'anarchy': 1, 'chilled': 1, 'custody': 1, 'shelf': 1, 'rent': 1, 'cave': 1, 'political': 1, 'education': 1, 'race': 1, 'while': 1, 'with': 1, 'litre': 1, 'into': 1, 'get': 1, 'hyper': 1, 'gone': 1, 'tan': 1, 'top': 1, 'of': 1, 'canadas': 1, 'selfies': 1}"
2913,RT @HistoricaCanada: Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools,"{'schools': 2, 'aims': 1, 'in': 1, 'history': 1, 'guide': 1, 'our': 1, 'historicacanada': 1, 'rt': 1, 'canada': 1, 'residential': 2, 'to': 1, 'awareness': 1, 'raise': 1, 'education': 1, 'new': 1, 'of': 2, 'the': 1}"
2943,RT @CBCAlerts: Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is manda,"{'for': 1, 'premier': 1, 'people': 1, 'this': 1, 'is': 2, 'legault': 1, 'manda': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'all': 1, 'rt': 1, 'quebec': 1, 'to': 1, 'travel': 1, '14': 1, 'from': 1, 'returning': 1, 'cbcalerts': 1, 'asking': 1, 'days': 1}"
2957,RT @CBCAlerts: Quebec Premier Francois Legault is asking all people returning from travel abroad to self-isolate for 14 days. This is manda,"{'for': 1, 'premier': 1, 'people': 1, 'this': 1, 'is': 2, 'legault': 1, 'manda': 1, 'selfisolate': 1, 'francois': 1, 'abroad': 1, 'all': 1, 'rt': 1, 'quebec': 1, 'to': 1, 'travel': 1, '14': 1, 'from': 1, 'returning': 1, 'cbcalerts': 1, 'asking': 1, 'days': 1}"
3090,"RT @seagatetimber: Centennial College in Ontario will be the first zero-carbon, mass timber higher-education building in Canada. Scheduled","{'mass': 1, 'in': 2, 'seagatetimber': 1, 'ontario': 1, 'timber': 1, 'rt': 1, 'canada': 1, 'building': 1, 'scheduled': 1, 'zerocarbon': 1, 'will': 1, 'first': 1, 'be': 1, 'highereducation': 1, 'centennial': 1, 'college': 1, 'the': 1}"
3140,RT @HistoricaCanada: Our revamped education guide Residential Schools in Canada aims to raise awareness of the history of residential sch,"{'schools': 1, 'aims': 1, 'in': 1, 'history': 1, 'guide': 1, 'our': 1, 'historicacanada': 1, 'rt': 1, 'canada': 1, 'residential': 2, 'to': 1, 'awareness': 1, 'raise': 1, 'education': 1, 'revamped': 1, 'sch': 1, 'of': 2, 'the': 1}"
3336,RT @GregGilhooly: There is a big difference between teaching something and requiring people to act in a certain way. How could more educati,"{'people': 1, 'in': 1, 'is': 1, 'big': 1, 'greggilhooly': 1, 'a': 2, 'teaching': 1, 'rt': 1, 'certain': 1, 'way': 1, 'to': 1, 'there': 1, 'something': 1, 'how': 1, 'could': 1, 'requiring': 1, 'educati': 1, 'more': 1, 'between': 1, 'act': 1, 'difference': 1, 'and': 1}"
3363,"RT @Sflecce: Precisely the reason we are realigning our curriculum with the life &amp; job skills that our students need:

""Nearly 9 in 10 Cana","{'precisely': 1, 'in': 1, 'are': 1, 'cana': 1, '9': 1, 'students': 1, 'our': 2, 'realigning': 1, 'job': 1, 'nearly': 1, 'rt': 1, '10': 1, 'amp': 1, 'reason': 1, 'that': 1, 'need': 1, 'sflecce': 1, 'with': 1, 'life': 1, 'skills': 1, 'curriculum': 1, 'we': 1, 'the': 2}"
3732,"This is happening in my city right now, in Ontario, Canada. (not my video) #CoronaVirusCanada https://t.co/B7rpwACNIQ","{'city': 1, 'this': 1, 'in': 2, 'is': 1, 'ontario': 1, 'canada': 1, 'now': 1, 'my': 2, 'video': 1, 'not': 1, 'happening': 1, 'httpstcob7rpwacniq': 1, 'coronaviruscanada': 1, 'right': 1}"
3773,"For Your Kind Information
India Only Country Where 14% Muslim Population Enjoy Minority Status
US: NO
UK: No
France: No
Germany: No
Russia: No
China: No
Sri Lanka: No
Japan: No
Myanmar: No
Australia: No
Canada: No
Spain: No
Nepal: No

Mr PM @narendramodi 
Sir, Withdraw M To M","{'minority': 1, 'pm': 1, 'for': 1, 'your': 1, 'muslim': 1, 'india': 1, 'germany': 1, 'uk': 1, 'population': 1, 'sri': 1, 'us': 1, 'nepal': 1, 'information': 1, 'lanka': 1, 'm': 2, 'russia': 1, 'country': 1, 'canada': 1, 'narendramodi': 1, 'to': 1, 'china': 1, 'sir': 1, '14': 1, 'myanmar': 1, 'withdraw': 1, 'status': 1, 'spain': 1, 'enjoy': 1, 'mr': 1, 'japan': 1, 'france': 1, 'where': 1, 'kind': 1, 'australia': 1, 'no': 13, 'only': 1}"
4130,"We have declared a state of emergency due to the coronavirus situation.

These decisions enter into force on 16.3. and remain in force at least until 31.5.

Thread.

Find the latest &amp; full decisions on our website.
#coronavirus #COVID2019 #helsinkiuni
https://t.co/nl2McJ7jYD","{'find': 1, 'due': 1, 'website': 1, 'decisions': 2, 'in': 1, 'have': 1, 'helsinkiuni': 1, 'force': 2, 'state': 1, 'our': 1, '163': 1, 'enter': 1, 'full': 1, 'a': 1, 'situation': 1, 'httpstconl2mcj7jyd': 1, 'coronavirus': 2, 'amp': 1, 'until': 1, 'declared': 1, 'to': 1, 'least': 1, 'these': 1, 'thread': 1, 'at': 1, 'remain': 1, 'on': 2, '315': 1, 'emergency': 1, 'into': 1, 'latest': 1, 'we': 1, 'of': 1, 'and': 1, 'covid2019': 1, 'the': 2}"
4222,we at Da Crib University fr now.,"{'fr': 1, 'crib': 1, 'now': 1, 'at': 1, 'da': 1, 'university': 1, 'we': 1}"
4452,"all Im saying is George Mason University is handling the school closure so much better than other universities refunds for those who leave campus, open dining &amp; housing for those who need it, university still open for those who depend on that income","{'mason': 1, 'for': 3, 'school': 1, 'is': 2, 'than': 1, 'depend': 1, 'housing': 1, 'saying': 1, 'refunds': 1, 'so': 1, 'george': 1, 'all': 1, 'handling': 1, 'it': 1, 'amp': 1, 'im': 1, 'open': 2, 'that': 1, 'closure': 1, 'need': 1, 'on': 1, 'who': 3, 'income': 1, 'much': 1, 'university': 2, 'still': 1, 'dining': 1, 'universities': 1, 'better': 1, 'campus': 1, 'other': 1, 'leave': 1, 'the': 1, 'those': 3}"
4838,#BREAKING: The QMJHL (Along with the WHL and OHL) has suspended its season due to the Coronavirus outbreak #halifax #QMJHL,"{'due': 1, 'breaking': 1, 'suspended': 1, 'has': 1, 'coronavirus': 1, 'season': 1, 'to': 1, 'outbreak': 1, 'qmjhl': 2, 'with': 1, 'its': 1, 'whl': 1, 'ohl': 1, 'halifax': 1, 'along': 1, 'and': 1, 'the': 3}"
4871,"A new COVID-19 assessment centre opened today in Halifax. Those who have travelled out of country and who develop a fever of 38C or higher, and/or cough, should call 811. Do not go to an assessment centre without being referred by 811. https://t.co/nU9ZNM9pZ8","{'referred': 1, 'in': 1, 'have': 1, 'covid19': 1, 'higher': 1, 'do': 1, '38c': 1, 'a': 2, 'httpstconu9znm9pz8': 1, 'travelled': 1, 'or': 1, 'country': 1, 'out': 1, 'opened': 1, 'to': 1, 'go': 1, 'being': 1, 'who': 2, 'by': 1, 'should': 1, 'new': 1, 'not': 1, 'assessment': 2, 'an': 1, 'fever': 1, 'cough': 1, 'andor': 1, 'halifax': 1, 'develop': 1, 'centre': 2, 'call': 1, 'of': 2, 'and': 1, 'without': 1, 'today': 1, '811': 2, 'those': 1}"
4901,"#Halifax #YHZ, remember Hurricane Dorian &amp; the impacts it had on the poor, disabled &amp; elderly? More disasters &amp; crises, such as #covid_19 are looming &amp; we need to collectively prepare

It doesnt take much to reach out to ur neighbours. Organize ur neighbourhood! DM for template. https://t.co/UcSi3rlTdL","{'for': 1, 'reach': 1, 'are': 1, 'covid19': 1, 'dorian': 1, 'yhz': 1, 'remember': 1, 'httpstcoucsi3rltdl': 1, 'crises': 1, 'organize': 1, 'had': 1, 'prepare': 1, 'disasters': 1, 'it': 2, 'as': 1, 'collectively': 1, 'impacts': 1, 'such': 1, 'amp': 4, 'out': 1, 'to': 3, 'ur': 2, 'looming': 1, 'doesnt': 1, 'need': 1, 'on': 1, 'poor': 1, 'take': 1, 'much': 1, 'dm': 1, 'template': 1, 'disabled': 1, 'more': 1, 'halifax': 1, 'neighbours': 1, 'neighbourhood': 1, 'we': 1, 'elderly': 1, 'hurricane': 1, 'the': 2}"
4909,"Was just thinking (oh, oh):
Halifax police budget = $90M
Amt. set aside for 1 CFL game = $20M
Amt. for social/affordable housing = $0
Amt. for school breakfasts = $0
We have an affordable housing crisis.
We have the highest rate of child poverty in Canada.","{'rate': 1, 'for': 3, 'school': 1, 'in': 1, 'have': 2, 'crisis': 1, 'oh': 2, '20m': 1, 'housing': 2, 'police': 1, 'set': 1, 'just': 1, 'cfl': 1, 'canada': 1, 'amt': 3, 'child': 1, 'aside': 1, 'was': 1, '1': 1, 'highest': 1, '90m': 1, '0': 2, 'affordable': 1, 'budget': 1, 'an': 1, 'halifax': 1, 'thinking': 1, 'socialaffordable': 1, 'game': 1, 'we': 2, 'poverty': 1, 'of': 1, 'the': 1, 'breakfasts': 1}"
4993,The 2020 Halifax St. Patricks Day Parade has been cancelled,"{'st': 1, '2020': 1, 'patricks': 1, 'has': 1, 'cancelled': 1, 'been': 1, 'halifax': 1, 'parade': 1, 'day': 1, 'the': 1}"
5032,"I've wanted this #Traffic album for quite awhile, finally found a good used copy, thanks Retro Revolution Records #Halifax!! 
#vinyl https://t.co/GgkvzTnDO5","{'used': 1, 'for': 1, 'this': 1, 'retro': 1, 'httpstcoggkvztndo5': 1, 'good': 1, 'revolution': 1, 'thanks': 1, 'a': 1, 'finally': 1, 'quite': 1, 'awhile': 1, 'vinyl': 1, 'found': 1, 'traffic': 1, 'copy': 1, 'album': 1, 'records': 1, 'wanted': 1, 'halifax': 1, 'ive': 1}"
5164,Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process. Download the guide here for free:,"{'for': 1, 'schools': 2, 'aims': 1, 'in': 3, 'history': 1, 'guide': 2, 'process': 1, 'our': 1, 'reconciliation': 1, 'canada': 2, 'importance': 1, 'residential': 2, 'to': 2, 'awareness': 1, 'here': 1, 'raise': 1, 'education': 2, 'new': 1, 'bring': 1, 'light': 1, 'download': 1, 'of': 3, 'and': 1, 'free': 1, 'the': 4}"
5404,"WORK AND STUDY IN CANADA
 
Snowfox is a Canadian education consulting firm registered with the Corporate Affairs Commission
 
No English exams (IELTS)
100% Guaranteed work permit
Accommodation support
 
Oluwaseyi 09036962993
https://t.co/F9w3F1Le8r
46, Sango-Eleyele road, Ibadan https://t.co/1d1HU93NZj","{'support': 1, 'registered': 1, 'in': 1, 'is': 1, 'sangoeleyele': 1, '100': 1, 'commission': 1, 'accommodation': 1, 'httpstco1d1hu93nzj': 1, 'consulting': 1, 'affairs': 1, 'corporate': 1, '46': 1, 'a': 1, 'english': 1, 'canada': 1, 'work': 2, 'canadian': 1, 'education': 1, 'ibadan': 1, 'permit': 1, '09036962993': 1, 'with': 1, 'snowfox': 1, 'httpstcof9w3f1le8r': 1, 'oluwaseyi': 1, 'exams': 1, 'road': 1, 'guaranteed': 1, 'firm': 1, 'ielts': 1, 'no': 1, 'study': 1, 'and': 1, 'the': 1}"
5448,"As families get ready to head out for March Break, Ontarios education minister is asking anyone returning from travel follow Public Health Canada guidelines which means:
Self-isolation if you have visited certain COVID-19 hotspots. Not following New Brunswick st this time.","{'health': 1, 'for': 1, 'st': 1, 'this': 1, 'have': 1, 'is': 1, 'break': 1, 'march': 1, 'covid19': 1, 'ontarios': 1, 'if': 1, 'selfisolation': 1, 'head': 1, 'ready': 1, 'minister': 1, 'as': 1, 'visited': 1, 'certain': 1, 'public': 1, 'following': 1, 'canada': 1, 'out': 1, 'to': 1, 'you': 1, 'travel': 1, 'brunswick': 1, 'education': 1, 'new': 1, 'not': 1, 'from': 1, 'means': 1, 'families': 1, 'hotspots': 1, 'anyone': 1, 'which': 1, 'get': 1, 'returning': 1, 'time': 1, 'guidelines': 1, 'asking': 1, 'follow': 1}"
359,RT @ConsumerSOS: My personal viewthis is horrible behaviour that is beyond capitalism: profiteering and price-gouging on the fears of othe,"{'horrible': 1, 'is': 2, 'fears': 1, 'othe': 1, 'rt': 1, 'capitalism': 1, 'viewthis': 1, 'that': 1, 'personal': 1, 'on': 1, 'my': 1, 'behaviour': 1, 'consumersos': 1, 'pricegouging': 1, 'of': 1, 'profiteering': 1, 'and': 1, 'beyond': 1, 'the': 1}"
422,@drleish @JustinTrudeau @DacquinK He has done nothing to keep Canadians safe. Air Canada has suspended flights from hot spots. Nothing from the PMO. Should Sophie have been in Europe? A potential 400K Canadians could die from this pandemic. Serious stuff.,"{'serious': 1, 'drleish': 1, 'this': 1, 'in': 1, 'have': 1, 'keep': 1, 'pmo': 1, 'pandemic': 1, '400k': 1, 'a': 1, 'suspended': 1, 'has': 2, 'canadians': 2, 'safe': 1, 'canada': 1, 'to': 1, 'flights': 1, 'nothing': 2, 'die': 1, 'been': 1, 'justintrudeau': 1, 'he': 1, 'should': 1, 'dacquink': 1, 'sophie': 1, 'from': 3, 'stuff': 1, 'could': 1, 'done': 1, 'hot': 1, 'air': 1, 'spots': 1, 'potential': 1, 'europe': 1, 'the': 1}"
